"","gene_type","gene_name"
"7966055","protein_coding","RPP21"
"7966189","protein_coding","HLA-E"
"7966222","protein_coding","GNL1"
"7966276","protein_coding","PRR3"
"7966318","protein_coding","ABCF1"
"7966505","protein_coding","PPP1R10"
"7966573","protein_coding","MRPS18B"
"7966627","protein_coding","ATAT1"
"7966842","protein_coding","C6orf136"
"7966914","protein_coding","DHX16"
"7967008","protein_coding","PPP1R18"
"7967042","protein_coding","NRM"
"7967115","protein_coding","MDC1"
"7967226","protein_coding","TUBB"
"7967279","protein_coding","FLOT1"
"7967441","protein_coding","IER3"
"7967490","protein_coding","DDR1"
"7967957","protein_coding","GTF2H4"
"7968098","protein_coding","VARS2"
"7968398","protein_coding","SFTA2"
"7968416","protein_coding","MUCL3"
"7968441","protein_coding","MUC21"
"7968478","protein_coding","C6orf15"
"7968488","protein_coding","PSORS1C1"
"7968527","protein_coding","CDSN"
"7968537","protein_coding","PSORS1C2"
"7968550","protein_coding","CCHCR1"
"7968825","protein_coding","TCF19"
"7968856","protein_coding","POU5F1"
"7968910","protein_coding","HLA-C"
"7969098","protein_coding","MICB"
"7969144","protein_coding","MCCD1"
"7969154","protein_coding","DDX39B"
"7969488","protein_coding","ATP6V1G2"
"7969519","protein_coding","NFKBIL1"
"7969568","protein_coding","LTA"
"7969603","protein_coding","TNF"
"7969617","protein_coding","LTB"
"7969639","protein_coding","LST1"
"7969885","protein_coding","NCR3"
"7969966","protein_coding","AIF1"
"7970023","protein_coding","PRRC2A"
"7970211","protein_coding","BAG6"
"7970836","protein_coding","APOM"
"7970886","protein_coding","C6orf47"
"7970898","protein_coding","GPANK1"
"7971010","protein_coding","CSNK2B"
"7971129","protein_coding","ENSG00000258589"
"7971202","protein_coding","LY6G5B"
"7971219","protein_coding","LY6G5C"
"7971268","protein_coding","ABHD16A"
"7971478","protein_coding","LY6G6F"
"7971496","protein_coding","LY6G6F-LY6G6D"
"7971514","protein_coding","LY6G6E"
"7971547","protein_coding","LY6G6D"
"7971569","protein_coding","MPIG6B"
"7971661","protein_coding","LY6G6C"
"7971686","protein_coding","DDAH2"
"7971809","protein_coding","CLIC1"
"7971905","protein_coding","MSH5"
"7972280","protein_coding","MSH5-SAPCD1"
"7972397","protein_coding","SAPCD1"
"7972446","protein_coding","VWA7"
"7972514","protein_coding","VARS1"
"7972670","protein_coding","LSM2"
"7972717","protein_coding","HSPA1L"
"7972727","protein_coding","HSPA1A"
"7972744","protein_coding","HSPA1B"
"7972752","protein_coding","SNHG32"
"7972887","protein_coding","NEU1"
"7972946","protein_coding","SLC44A4"
"7973139","protein_coding","EHMT2"
"7973465","protein_coding","C2"
"7973817","protein_coding","ZBTB12"
"7973832","protein_coding","CFB"
"7973974","protein_coding","NELFE"
"7974131","protein_coding","SKIC2"
"7974296","protein_coding","DXO"
"7974407","protein_coding","WHR1"
"7974536","protein_coding","C4A"
"7974802","protein_coding","ENSG00000269167"
"7974828","protein_coding","C4B"
"7975071","protein_coding","CYP21A2"
"7975178","protein_coding","TNXB"
"7975419","protein_coding","ATF6B"
"7975543","protein_coding","FKBPL"
"7975553","protein_coding","PRRT1"
"7975631","protein_coding","PPT2"
"7975814","protein_coding","TSBP1"
"7976164","protein_coding","BTNL2"
"7976248","protein_coding","HLA-DRA"
"7976306","protein_coding","HLA-DRB1"
"7976329","protein_coding","HLA-DQA1"
"7976444","protein_coding","HLA-DQB1"
"7976575","protein_coding","HLA-DQA2"
"7976603","protein_coding","HLA-DQB2"
"7976662","protein_coding","HLA-DOB"
"7976710","protein_coding","TAP2"
"7976777","protein_coding","PSMB8"
"7976860","protein_coding","PSMB9"
"7976934","protein_coding","TAP1"
"7976981","protein_coding","HLA-DMB"
"7977055","protein_coding","HLA-DMA"
"7977136","protein_coding","BRD2"
"7977222","protein_coding","HLA-DOA"
"7977261","protein_coding","HLA-DPA1"
"7977326","protein_coding","HLA-DPB1"
"7977427","protein_coding","COL11A2"
"7977899","protein_coding","RXRB"
"7977994","protein_coding","SLC39A7"
"7978064","protein_coding","HSD17B8"
"7978096","protein_coding","RING1"
"7978151","protein_coding","VPS52"
"7978286","protein_coding","RPS18"
"7978355","protein_coding","B3GALT4"
"7978363","protein_coding","WDR46"
"7978466","protein_coding","PFDN6"
"7978546","protein_coding","RGL2"
"7978708","protein_coding","TAPBP"
"7978831","protein_coding","ZBTB22"
"7978848","protein_coding","DAXX"
"7979000","protein_coding","TRIM27"
"7979032","protein_coding","LINC01556"
"7979057","protein_coding","ZNF311"
"7979087","protein_coding","OR2W1"
"7979095","protein_coding","ENSG00000277403"
"7979112","protein_coding","OR2B3"
"7979123","protein_coding","OR2J3"
"7979137","protein_coding","OR2J2"
"7979169","protein_coding","OR14J1"
"7979179","protein_coding","OR5V1"
"7979209","protein_coding","OR12D3"
"7979226","protein_coding","OR12D2"
"7979238","protein_coding","OR11A1"
"7979270","protein_coding","OR10C1"
"7979284","protein_coding","OR2H1"
"7979347","protein_coding","MAS1L"
"7979379","protein_coding","UBD"
"7979389","protein_coding","GABBR1"
"7979688","protein_coding","OR2H2"
"7979699","protein_coding","MOG"
"7979910","protein_coding","ZFP57"
"7979956","protein_coding","HLA-F"
"7980188","protein_coding","HLA-G"
"7980351","protein_coding","HLA-A"
"7980610","protein_coding","POLR1H"
"7980680","protein_coding","PPP1R11"
"7980751","protein_coding","RNF39"
"7980780","protein_coding","TRIM31"
"7980854","protein_coding","TRIM40"
"7980905","protein_coding","TRIM10"
"7980946","protein_coding","TRIM15"
"7981016","protein_coding","TRIM26"
"7981218","protein_coding","TRIM39"
"7981396","protein_coding","RPP21"
"7981530","protein_coding","HLA-E"
"7981563","protein_coding","GNL1"
"7981617","protein_coding","PRR3"
"7981659","protein_coding","ABCF1"
"7981846","protein_coding","PPP1R10"
"7981914","protein_coding","MRPS18B"
"7981968","protein_coding","ATAT1"
"7982183","protein_coding","C6orf136"
"7982255","protein_coding","DHX16"
"7982349","protein_coding","PPP1R18"
"7982383","protein_coding","NRM"
"7982456","protein_coding","MDC1"
"7982567","protein_coding","TUBB"
"7982620","protein_coding","FLOT1"
"7982787","protein_coding","IER3"
"7982836","protein_coding","DDR1"
"7983316","protein_coding","GTF2H4"
"7983457","protein_coding","VARS2"
"7983757","protein_coding","SFTA2"
"7983775","protein_coding","MUC21"
"7983834","protein_coding","C6orf15"
"7983844","protein_coding","PSORS1C1"
"7983883","protein_coding","CDSN"
"7983893","protein_coding","PSORS1C2"
"7983906","protein_coding","CCHCR1"
"7984181","protein_coding","TCF19"
"7984212","protein_coding","POU5F1"
"7984247","protein_coding","ENSG00000257215"
"7984272","protein_coding","HLA-C"
"7984444","protein_coding","HLA-B"
"7984564","protein_coding","MICA"
"7984685","protein_coding","MICB"
"7984723","protein_coding","MCCD1"
"7984733","protein_coding","DDX39B"
"7985067","protein_coding","ATP6V1G2"
"7985098","protein_coding","NFKBIL1"
"7985147","protein_coding","LTA"
"7985182","protein_coding","TNF"
"7985196","protein_coding","LTB"
"7985218","protein_coding","LST1"
"7985464","protein_coding","NCR3"
"7985542","protein_coding","PRRC2A"
"7985730","protein_coding","BAG6"
"7986355","protein_coding","APOM"
"7986405","protein_coding","C6orf47"
"7986417","protein_coding","GPANK1"
"7986529","protein_coding","CSNK2B"
"7986645","protein_coding","ENSG00000258543"
"7986718","protein_coding","LY6G5B"
"7986732","protein_coding","LY6G5C"
"7986781","protein_coding","ABHD16A"
"7986991","protein_coding","LY6G6F"
"7987009","protein_coding","LY6G6F-LY6G6D"
"7987027","protein_coding","LY6G6E"
"7987060","protein_coding","LY6G6D"
"7987082","protein_coding","MPIG6B"
"7987174","protein_coding","LY6G6C"
"7987199","protein_coding","DDAH2"
"7987322","protein_coding","CLIC1"
"7987418","protein_coding","MSH5"
"7987576","protein_coding","NEU1"
"7987638","protein_coding","C2"
"7987957","protein_coding","CFB"
"7988065","protein_coding","TNXB"
"7988117","protein_coding","PRRT1"
"7988195","protein_coding","PPT2"
"7988490","protein_coding","EGFL8"
"7988571","protein_coding","AGPAT1"
"7988698","protein_coding","RNF5"
"7988720","protein_coding","AGER"
"7988979","protein_coding","PBX2"
"7989021","protein_coding","GPSM3"
"7989096","protein_coding","NOTCH4"
"7989194","protein_coding","TSBP1"
"7989597","protein_coding","BTNL2"
"7989681","protein_coding","HLA-DRA"
"7989732","protein_coding","HLA-DRB4"
"7989781","protein_coding","HLA-DRB1"
"7989808","protein_coding","HLA-DQA1"
"7989912","protein_coding","HLA-DQB1"
"7990043","protein_coding","HLA-DQA2"
"7990059","protein_coding","HLA-DQB2"
"7990118","protein_coding","TAP2"
"7990216","protein_coding","PSMB8"
"7990299","protein_coding","PSMB9"
"7990373","protein_coding","TAP1"
"7990420","protein_coding","HLA-DMB"
"7990494","protein_coding","HLA-DMA"
"7990579","protein_coding","BRD2"
"7990785","protein_coding","HLA-DOA"
"7990824","protein_coding","HLA-DPA1"
"7990889","protein_coding","HLA-DPB1"
"7991001","protein_coding","COL11A2"
"7991473","protein_coding","RXRB"
"7991568","protein_coding","SLC39A7"
"7991638","protein_coding","HSD17B8"
"7991670","protein_coding","RING1"
"7991725","protein_coding","VPS52"
"7991776","protein_coding","TRIM27"
"7991837","protein_coding","LINC01556"
"7991850","protein_coding","OR2W1"
"7991858","protein_coding","ENSG00000274733"
"7991875","protein_coding","OR2B3"
"7991883","protein_coding","OR2J1"
"7991891","protein_coding","OR2J3"
"7991899","protein_coding","OR2J2"
"7991916","protein_coding","OR14J1"
"7991926","protein_coding","OR5V1"
"7991947","protein_coding","OR12D3"
"7991964","protein_coding","OR12D2"
"7991976","protein_coding","OR11A1"
"7992008","protein_coding","OR10C1"
"7992022","protein_coding","OR2H1"
"7992085","protein_coding","MAS1L"
"7992117","protein_coding","UBD"
"7992127","protein_coding","GABBR1"
"7992426","protein_coding","OR2H2"
"7992437","protein_coding","MOG"
"7992643","protein_coding","ZFP57"
"7992689","protein_coding","HLA-F"
"7992877","protein_coding","HLA-G"
"7993029","protein_coding","HLA-A"
"7993240","protein_coding","POLR1H"
"7993310","protein_coding","PPP1R11"
"7993381","protein_coding","RNF39"
"7993410","protein_coding","TRIM31"
"7993484","protein_coding","TRIM40"
"7993535","protein_coding","TRIM10"
"7993576","protein_coding","TRIM15"
"7993646","protein_coding","TRIM26"
"7993784","protein_coding","HLA-E"
"7993817","protein_coding","GNL1"
"7993871","protein_coding","PRR3"
"7993913","protein_coding","ABCF1"
"7994100","protein_coding","PPP1R10"
"7994168","protein_coding","MRPS18B"
"7994222","protein_coding","ATAT1"
"7994437","protein_coding","C6orf136"
"7994509","protein_coding","DHX16"
"7994603","protein_coding","PPP1R18"
"7994637","protein_coding","NRM"
"7994710","protein_coding","MDC1"
"7994821","protein_coding","TUBB"
"7994874","protein_coding","FLOT1"
"7994987","protein_coding","DDR1"
"7995170","protein_coding","GTF2H4"
"7995311","protein_coding","VARS2"
"7995611","protein_coding","SFTA2"
"7995629","protein_coding","MUCL3"
"7995640","protein_coding","MUC21"
"7995695","protein_coding","C6orf15"
"7995705","protein_coding","PSORS1C1"
"7995744","protein_coding","CDSN"
"7995754","protein_coding","PSORS1C2"
"7995767","protein_coding","CCHCR1"
"7996042","protein_coding","TCF19"
"7996073","protein_coding","POU5F1"
"7996108","protein_coding","ENSG00000258002"
"7996139","protein_coding","HLA-C"
"7996304","protein_coding","HLA-B"
"7996409","protein_coding","MICB"
"7996455","protein_coding","MCCD1"
"7996465","protein_coding","DDX39B"
"7996799","protein_coding","ATP6V1G2"
"7996830","protein_coding","NFKBIL1"
"7996879","protein_coding","LTA"
"7996914","protein_coding","TNF"
"7996928","protein_coding","LTB"
"7996950","protein_coding","LST1"
"7997196","protein_coding","NCR3"
"7997274","protein_coding","AIF1"
"7997331","protein_coding","PRRC2A"
"7997519","protein_coding","BAG6"
"7998144","protein_coding","APOM"
"7998194","protein_coding","C6orf47"
"7998206","protein_coding","GPANK1"
"7998318","protein_coding","CSNK2B"
"7998495","protein_coding","LY6G5B"
"7998519","protein_coding","LY6G5C"
"7998568","protein_coding","ABHD16A"
"7998778","protein_coding","LY6G6F"
"7998796","protein_coding","LY6G6D"
"7998835","protein_coding","LY6G6E"
"7998868","protein_coding","MPIG6B"
"7998960","protein_coding","LY6G6C"
"7998985","protein_coding","DDAH2"
"7999108","protein_coding","CLIC1"
"7999204","protein_coding","MSH5"
"7999587","protein_coding","MSH5-SAPCD1"
"7999696","protein_coding","SAPCD1"
"7999745","protein_coding","VWA7"
"7999813","protein_coding","VARS1"
"7999969","protein_coding","LSM2"
"8000016","protein_coding","NEU1"
"8000075","protein_coding","SLC44A4"
"8000268","protein_coding","EHMT2"
"8000594","protein_coding","C2"
"8000946","protein_coding","ZBTB12"
"8000961","protein_coding","CFB"
"8001103","protein_coding","NELFE"
"8001260","protein_coding","SKIC2"
"8001425","protein_coding","DXO"
"8001536","protein_coding","WHR1"
"8001692","protein_coding","C4A"
"8001784","protein_coding","CYP21A2"
"8001891","protein_coding","TNXB"
"8002132","protein_coding","ATF6B"
"8002256","protein_coding","FKBPL"
"8002266","protein_coding","PRRT1"
"8002344","protein_coding","PPT2"
"8002639","protein_coding","EGFL8"
"8002720","protein_coding","AGPAT1"
"8002847","protein_coding","RNF5"
"8002869","protein_coding","AGER"
"8003128","protein_coding","PBX2"
"8003170","protein_coding","GPSM3"
"8003237","protein_coding","NOTCH4"
"8003335","protein_coding","TSBP1"
"8003435","protein_coding","BTNL2"
"8003507","protein_coding","HLA-DRA"
"8003558","protein_coding","HLA-DRB4"
"8003576","protein_coding","HLA-DQA1"
"8003680","protein_coding","HLA-DQB1"
"8003811","protein_coding","HLA-DQA2"
"8003839","protein_coding","HLA-DQB2"
"8003898","protein_coding","HLA-DOB"
"8003946","protein_coding","TAP2"
"8004044","protein_coding","PSMB8"
"8004127","protein_coding","PSMB9"
"8004201","protein_coding","TAP1"
"8004248","protein_coding","HLA-DMB"
"8004322","protein_coding","HLA-DMA"
"8004407","protein_coding","BRD2"
"8004568","protein_coding","HLA-DOA"
"8004607","protein_coding","HLA-DPA1"
"8004672","protein_coding","HLA-DPB1"
"8004772","protein_coding","COL11A2"
"8005244","protein_coding","RXRB"
"8005339","protein_coding","SLC39A7"
"8005409","protein_coding","HSD17B8"
"8005441","protein_coding","RING1"
"8005496","protein_coding","VPS52"
"8005654","protein_coding","RPS18"
"8005712","protein_coding","B3GALT4"
"8005720","protein_coding","WDR46"
"8005823","protein_coding","PFDN6"
"8005903","protein_coding","RGL2"
"8006065","protein_coding","TAPBP"
"8006199","protein_coding","ZBTB22"
"8006216","protein_coding","DAXX"
"8006367","protein_coding","TRIM27"
"8006445","protein_coding","LINC01556"
"8006470","protein_coding","ZNF311"
"8006500","protein_coding","OR2W1"
"8006508","protein_coding","ENSG00000278714"
"8006525","protein_coding","OR2B3"
"8006536","protein_coding","OR2J3"
"8006550","protein_coding","OR2J2"
"8006576","protein_coding","OR11A1"
"8006608","protein_coding","OR10C1"
"8006622","protein_coding","OR2H1"
"8006685","protein_coding","MAS1L"
"8006717","protein_coding","UBD"
"8006727","protein_coding","GABBR1"
"8007026","protein_coding","OR2H2"
"8007037","protein_coding","MOG"
"8007248","protein_coding","ZFP57"
"8007294","protein_coding","HLA-F"
"8007526","protein_coding","HLA-G"
"8007689","protein_coding","HLA-A"
"8007984","protein_coding","POLR1H"
"8008054","protein_coding","PPP1R11"
"8008125","protein_coding","RNF39"
"8008154","protein_coding","TRIM31"
"8008228","protein_coding","TRIM40"
"8008279","protein_coding","TRIM10"
"8008320","protein_coding","TRIM15"
"8008382","protein_coding","TRIM26"
"8008571","protein_coding","TRIM39"
"8008749","protein_coding","RPP21"
"8008883","protein_coding","HLA-E"
"8008916","protein_coding","GNL1"
"8008970","protein_coding","PRR3"
"8009012","protein_coding","ABCF1"
"8009199","protein_coding","PPP1R10"
"8009267","protein_coding","MRPS18B"
"8009321","protein_coding","ATAT1"
"8009536","protein_coding","C6orf136"
"8009608","protein_coding","DHX16"
"8009702","protein_coding","PPP1R18"
"8009736","protein_coding","NRM"
"8009809","protein_coding","MDC1"
"8009914","protein_coding","TUBB"
"8009967","protein_coding","FLOT1"
"8010129","protein_coding","IER3"
"8010178","protein_coding","DDR1"
"8010658","protein_coding","GTF2H4"
"8010799","protein_coding","VARS2"
"8011099","protein_coding","SFTA2"
"8011117","protein_coding","MUCL3"
"8011142","protein_coding","MUC21"
"8011212","protein_coding","C6orf15"
"8011222","protein_coding","PSORS1C1"
"8011263","protein_coding","CDSN"
"8011273","protein_coding","PSORS1C2"
"8011286","protein_coding","CCHCR1"
"8011518","protein_coding","TCF19"
"8011549","protein_coding","POU5F1"
"8011611","protein_coding","HLA-C"
"8011776","protein_coding","HLA-B"
"8011895","protein_coding","MICA"
"8011996","protein_coding","MICB"
"8012042","protein_coding","MCCD1"
"8012052","protein_coding","DDX39B"
"8012383","protein_coding","ATP6V1G2"
"8012414","protein_coding","NFKBIL1"
"8012463","protein_coding","LTA"
"8012498","protein_coding","TNF"
"8012512","protein_coding","LTB"
"8012534","protein_coding","LST1"
"8012779","protein_coding","NCR3"
"8012860","protein_coding","AIF1"
"8012917","protein_coding","PRRC2A"
"8013105","protein_coding","BAG6"
"8013730","protein_coding","APOM"
"8013780","protein_coding","C6orf47"
"8013792","protein_coding","GPANK1"
"8013904","protein_coding","CSNK2B"
"8014081","protein_coding","LY6G5B"
"8014106","protein_coding","LY6G5C"
"8014155","protein_coding","ABHD16A"
"8014365","protein_coding","LY6G6F"
"8014383","protein_coding","LY6G6D"
"8014422","protein_coding","LY6G6E"
"8014455","protein_coding","MPIG6B"
"8014547","protein_coding","LY6G6C"
