"","gene_type","gene_name"
"4196081","protein_coding","TIAL1"
"4196452","protein_coding","BAG3"
"4196618","protein_coding","INPP5F"
"4197591","protein_coding","MCMBP"
"4198097","protein_coding","SEC23IP"
"4198971","protein_coding","PLPP4"
"4199176","protein_coding","WDR11"
"4199594","protein_coding","FGFR2"
"4200689","protein_coding","ATE1"
"4202588","protein_coding","NSMCE4A"
"4203024","protein_coding","TACC2"
"4203977","protein_coding","BTBD16"
"4204026","protein_coding","PLEKHA1"
"4205021","protein_coding","ARMS2"
"4205031","protein_coding","HTRA1"
"4205183","protein_coding","DMBT1"
"4206660","protein_coding","SPADH"
"4206674","protein_coding","C10orf120"
"4206803","protein_coding","CUZD1"
"4206910","protein_coding","ENSG00000286088"
"4206962","protein_coding","FAM24B"
"4207259","protein_coding","FAM24A"
"4207271","protein_coding","C10orf88"
"4207304","protein_coding","PSTK"
"4207391","protein_coding","IKZF5"
"4207611","protein_coding","ACADSB"
"4207795","protein_coding","HMX3"
"4207805","protein_coding","HMX2"
"4207815","protein_coding","BUB3"
"4208262","protein_coding","GPR26"
"4208274","protein_coding","CPXM2"
"4208602","protein_coding","CHST15"
"4208998","protein_coding","OAT"
"4209688","protein_coding","NKX1-2"
"4209705","protein_coding","LHPP"
"4209909","protein_coding","ENSG00000258539"
"4209933","protein_coding","FAM53B"
"4210097","protein_coding","EEF1AKMT2"
"4210305","protein_coding","ABRAXAS2"
"4210392","protein_coding","ZRANB1"
"4210424","protein_coding","CTBP2"
"4213946","protein_coding","TEX36"
"4214264","protein_coding","EDRF1"
"4214775","protein_coding","MMP21"
"4214829","protein_coding","UROS"
"4215864","protein_coding","BCCIP"
"4216080","protein_coding","DHX32"
"4216295","protein_coding","FANK1"
"4216509","protein_coding","ADAM12"
"4216829","protein_coding","C10orf90"
"4217014","protein_coding","DOCK1"
"4218051","protein_coding","INSYN2A"
"4218137","protein_coding","NPS"
"4218152","protein_coding","FOXI2"
"4218165","protein_coding","CLRN3"
"4218219","protein_coding","PTPRE"
"4219118","protein_coding","MKI67"
"4219494","protein_coding","MGMT"
"4219881","protein_coding","EBF3"
"4220127","protein_coding","C10orf143"
"4220289","protein_coding","GLRX3"
"4221013","protein_coding","TCERG1L"
"4221276","protein_coding","PPP2R2D"
"4221513","protein_coding","BNIP3"
"4221615","protein_coding","JAKMIP3"
"4222692","protein_coding","DPYSL4"
"4222956","protein_coding","STK32C"
"4223137","protein_coding","LRRC27"
"4223428","protein_coding","PWWP2B"
"4223587","protein_coding","INPP5A"
"4224057","protein_coding","NKX6-2"
"4224072","protein_coding","CFAP46"
"4224679","protein_coding","ADGRA1"
"4224755","protein_coding","KNDC1"
"4225434","protein_coding","UTF1"
"4225444","protein_coding","VENTX"
"4225520","protein_coding","ADAM8"
"4225990","protein_coding","TUBGCP2"
"4227719","protein_coding","ZNF511"
"4227845","protein_coding","ZNF511-PRAP1"
"4227865","protein_coding","CALY"
"4228111","protein_coding","PRAP1"
"4228221","protein_coding","FUOM"
"4228414","protein_coding","ECHS1"
"4228748","protein_coding","PAOX"
"4228975","protein_coding","ENSG00000254536"
"4229044","protein_coding","MTG1"
"4229330","protein_coding","SPRN"
"4229365","protein_coding","SCART1"
"4229458","protein_coding","CYP2E1"
"4229772","protein_coding","SYCE1"
"4230063","protein_coding","FRG2B"
"4230281","protein_coding","BET1L"
"4230378","protein_coding","SCGB1C1"
"4230390","protein_coding","CIMAP1A"
"4230435","protein_coding","RIC8A"
"4230852","protein_coding","SIRT3"
"4231356","protein_coding","PSMD13"
"4232021","protein_coding","NLRP6"
"4232094","protein_coding","PGGHG"
"4232526","protein_coding","IFITM5"
"4232536","protein_coding","IFITM2"
"4232702","protein_coding","ENSG00000288681"
"4232720","protein_coding","IFITM1"
"4233075","protein_coding","IFITM3"
"4233275","protein_coding","B4GALNT4"
"4233525","protein_coding","PKP3"
"4233774","protein_coding","SIGIRR"
"4234501","protein_coding","ANO9"
"4235235","protein_coding","PTDSS2"
"4235609","protein_coding","RNH1"
"4238755","protein_coding","HRAS"
"4239053","protein_coding","LRRC56"
"4239595","protein_coding","LMNTD2"
"4239756","protein_coding","RASSF7"
"4240023","protein_coding","PHRF1"
"4241128","protein_coding","IRF7"
"4241609","protein_coding","CDHR5"
"4242660","protein_coding","SCT"
"4242674","protein_coding","DRD4"
"4242692","protein_coding","DEAF1"
"4243216","protein_coding","EPS8L2"
"4244876","protein_coding","TMEM80"
"4244984","protein_coding","TALDO1"
"4245201","protein_coding","GATD1"
"4245502","protein_coding","CEND1"
"4245551","protein_coding","SLC25A22"
"4246677","protein_coding","PANO1"
"4246685","protein_coding","PIDD1"
"4246926","protein_coding","RPLP2"
"4247237","protein_coding","ENSG00000293685"
"4247249","protein_coding","PNPLA2"
"4247474","protein_coding","CRACR2B"
"4247803","protein_coding","CD151"
"4248976","protein_coding","POLR2L"
"4249015","protein_coding","TSPAN4"
"4250550","protein_coding","CHID1"
"4252278","protein_coding","AP2A2"
"4253205","protein_coding","MUC6"
"4253356","protein_coding","MUC2"
"4253522","protein_coding","MUC5AC"
"4253630","protein_coding","MUC5B"
"4253788","protein_coding","TOLLIP"
"4254050","protein_coding","BRSK2"
"4254727","protein_coding","MOB2"
"4254783","protein_coding","DUSP8"
"4254924","protein_coding","KRTAP5-1"
"4254932","protein_coding","KRTAP5-2"
"4254940","protein_coding","KRTAP5-3"
"4254948","protein_coding","KRTAP5-4"
"4254956","protein_coding","KRTAP5-5"
"4255068","protein_coding","KRTAP5-6"
"4255076","protein_coding","IFITM10"
"4255118","protein_coding","ENSG00000250644"
"4255189","protein_coding","CTSD"
"4255717","protein_coding","SYT8"
"4255988","protein_coding","TNNI2"
"4256074","protein_coding","LSP1"
"4256648","protein_coding","PRR33"
"4256675","protein_coding","TNNT3"
"4259323","protein_coding","MRPL23"
"4259840","protein_coding","IGF2"
"4259975","protein_coding","ENSG00000284779"
"4259991","protein_coding","INS-IGF2"
"4260050","protein_coding","INS"
"4260097","protein_coding","TH"
"4260439","protein_coding","ASCL2"
"4260453","protein_coding","C11orf21"
"4260577","protein_coding","TSPAN32"
"4260950","protein_coding","CD81"
"4261432","protein_coding","TSSC4"
"4261677","protein_coding","TRPM5"
"4261902","protein_coding","KCNQ1"
"4262291","protein_coding","CDKN1C"
"4262420","protein_coding","SLC67A1"
"4263407","protein_coding","PHLDA2"
"4263434","protein_coding","NAP1L4"
"4266078","protein_coding","CARS1"
"4266921","protein_coding","OSBPL5"
"4267633","protein_coding","MRGPRG"
"4267640","protein_coding","MRGPRE"
"4267707","protein_coding","ZNF195"
"4269258","protein_coding","ART5"
"4269403","protein_coding","ART1"
"4269462","protein_coding","CHRNA10"
"4269511","protein_coding","NUP98"
"4272364","protein_coding","PGAP2"
"4273047","protein_coding","RHOG"
"4273163","protein_coding","STIM1"
"4273851","protein_coding","RRM1"
"4274222","protein_coding","SSU72L5"
"4274230","protein_coding","SSU72L2"
"4274241","protein_coding","SSU72L4"
"4274249","protein_coding","SSU72L3"
"4274257","protein_coding","SSU72L1"
"4274265","protein_coding","OR52B4"
"4274276","protein_coding","TRIM21"
"4274473","protein_coding","OR52K2"
"4274484","protein_coding","OR52K1"
"4274506","protein_coding","OR52M1"
"4274519","protein_coding","OR52I2"
"4274536","protein_coding","OR52I1"
"4274543","protein_coding","TRIM68"
"4274695","protein_coding","OR51D1"
"4274712","protein_coding","OR51E1"
"4274745","protein_coding","OR51E2"
"4274773","protein_coding","OR51C1"
"4274783","protein_coding","MMP26"
"4274866","protein_coding","OR51F1"
"4274880","protein_coding","OR52R1"
"4274887","protein_coding","OR51F2"
"4274909","protein_coding","OR51S1"
"4274930","protein_coding","OR51T1"
"4274946","protein_coding","OR51A7"
"4274963","protein_coding","OR51G2"
"4274973","protein_coding","OR51G1"
"4274983","protein_coding","OR51A4"
"4274993","protein_coding","OR51A2"
"4275003","protein_coding","OR51L1"
"4275030","protein_coding","OR52J3"
"4275037","protein_coding","OR52E2"
"4275044","protein_coding","OR52E1"
"4275074","protein_coding","OR52A5"
"4275093","protein_coding","OR52A1"
"4275113","protein_coding","OR51V1"
"4275154","protein_coding","HBB"
"4275228","protein_coding","HBD"
"4275310","protein_coding","HBG1"
"4275336","protein_coding","ENSG00000284931"
"4275361","protein_coding","HBG2"
"4275395","protein_coding","ENSG00000239920"
"4275441","protein_coding","HBE1"
"4275484","protein_coding","OR51B4"
"4275491","protein_coding","OR51B5"
"4275532","protein_coding","OR51B2"
"4275542","protein_coding","OR51B6"
"4275555","protein_coding","OR51M1"
"4275581","protein_coding","OR51Q1"
"4275592","protein_coding","OR51I1"
"4275599","protein_coding","OR51I2"
"4275612","protein_coding","OR52D1"
"4275620","protein_coding","UBQLN3"
"4275637","protein_coding","UBQLNL"
"4275665","protein_coding","OR52H1"
"4275705","protein_coding","OR52B6"
"4275712","protein_coding","TRIM6"
"4275920","protein_coding","TRIM6-TRIM34"
"4275954","protein_coding","TRIM34"
"4276136","protein_coding","TRIM5"
"4276372","protein_coding","TRIM22"
"4276696","protein_coding","OR52P1"
"4276703","protein_coding","OR56B1"
"4276711","protein_coding","OR52N4"
"4276721","protein_coding","OR56B2"
"4276732","protein_coding","OR52N5"
"4276751","protein_coding","OR52N1"
"4276764","protein_coding","OR52N2"
"4276792","protein_coding","OR52E6"
"4276807","protein_coding","OR52E8"
"4276817","protein_coding","OR52E4"
"4276827","protein_coding","OR52E5"
"4276842","protein_coding","OR56A3"
"4276879","protein_coding","OR56A5"
"4276886","protein_coding","OR52L1"
"4276897","protein_coding","OR56A4"
"4276935","protein_coding","OR56A1"
"4276981","protein_coding","OR56B4"
"4277000","protein_coding","OR52B2"
"4277007","protein_coding","OR52W1"
"4277017","protein_coding","C11orf42"
"4277029","protein_coding","FHIP1B"
"4277315","protein_coding","CNGA4"
"4277365","protein_coding","CCKBR"
"4277471","protein_coding","CAVIN3"
"4277689","protein_coding","SMPD1"
"4277850","protein_coding","APBB1"
"4278636","protein_coding","HPX"
"4279389","protein_coding","TRIM3"
"4279566","protein_coding","ARFIP2"
"4280069","protein_coding","ENSG00000283977"
"4280098","protein_coding","TIMM10B"
"4280172","protein_coding","DNHD1"
"4280426","protein_coding","RRP8"
"4280512","protein_coding","ILK"
"4281378","protein_coding","TAF10"
"4281450","protein_coding","TPP1"
"4282183","protein_coding","DCHS1"
"4282254","protein_coding","MRPL17"
"4282359","protein_coding","OR2AG2"
"4282378","protein_coding","OR2AG1"
"4282392","protein_coding","OR6A2"
"4282422","protein_coding","OR10A5"
"4282429","protein_coding","OR10A2"
"4282439","protein_coding","OR10A4"
"4282447","protein_coding","OR2D2"
"4282454","protein_coding","OR2D3"
"4282461","protein_coding","ZNF215"
"4282757","protein_coding","ZNF214"
"4282841","protein_coding","NLRP14"
"4282898","protein_coding","RBMXL2"
"4282920","protein_coding","SYT9"
"4283084","protein_coding","OLFML1"
"4283154","protein_coding","PPFIBP2"
"4283883","protein_coding","CYB5R2"
"4284426","protein_coding","OVCH2"
"4284593","protein_coding","OR5P2"
"4284600","protein_coding","OR5P3"
"4284638","protein_coding","OR10A6"
"4284665","protein_coding","OR10A3"
"4284678","protein_coding","NLRP10"
"4284703","protein_coding","EIF3F"
"4285005","protein_coding","TUB"
"4285142","protein_coding","RIC3"
"4285333","protein_coding","LMO1"
"4285457","protein_coding","STK33"
"4287120","protein_coding","TRIM66"
"4287443","protein_coding","RPL27A"
"4287593","protein_coding","DENND2B"
"4291067","protein_coding","AKIP1"
"4291470","protein_coding","C11orf16"
"4291537","protein_coding","ASCL3"
"4291550","protein_coding","TMEM9B"
"4291729","protein_coding","NRIP3"
"4291850","protein_coding","SCUBE2"
"4292856","protein_coding","DENND5A"
"4293978","protein_coding","TMEM41B"
"4294140","protein_coding","IPO7"
"4294390","protein_coding","ZNF143"
"4295904","protein_coding","WEE1"
"4296216","protein_coding","SWAP70"
"4296582","protein_coding","SBF2"
"4298241","protein_coding","ADM"
"4298410","protein_coding","AMPD3"
"4299113","protein_coding","RNF141"
"4299388","protein_coding","LYVE1"
"4299455","protein_coding","IRAG1"
"4299976","protein_coding","CTR9"
"4300128","protein_coding","EIF4G2"
"4300643","protein_coding","ZBED5"
"4301005","protein_coding","GALNT18"
"4301381","protein_coding","CSNK2A3"
"4301476","protein_coding","USP47"
"4303032","protein_coding","DKK3"
"4304269","protein_coding","MICAL2"
"4307299","protein_coding","PARVA"
"4307679","protein_coding","TEAD1"
"4307891","protein_coding","RASSF10"
"4307935","protein_coding","BMAL1"
"4310435","protein_coding","BTBD10"
"4311048","protein_coding","PTH"
"4311074","protein_coding","FAR1"
"4311917","protein_coding","SPON1"
"4312072","protein_coding","RRAS2"
"4312284","protein_coding","COPB1"
"4313246","protein_coding","ENSG00000256206"
"4313276","protein_coding","PSMA1"
"4313647","protein_coding","PDE3B"
"4314185","protein_coding","CYP2R1"
"4314314","protein_coding","CALCB"
"4314468","protein_coding","CALCA"
"4314562","protein_coding","INSC"
"4315445","protein_coding","SOX6"
"4316403","protein_coding","C11orf58"
"4316650","protein_coding","PLEKHA7"
"4317273","protein_coding","RPS13"
"4317508","protein_coding","PIK3C2A"
"4318185","protein_coding","NUCB2"
"4320531","protein_coding","NCR3LG1"
"4320564","protein_coding","KCNJ11"
"4320632","protein_coding","ABCC8"
"4325216","protein_coding","USH1C"
"4325553","protein_coding","OTOG"
"4325899","protein_coding","MYOD1"
"4325911","protein_coding","KCNC1"
"4326037","protein_coding","SERGEF"
"4326563","protein_coding","TPH1"
"4326749","protein_coding","SAAL1"
"4327369","protein_coding","MRGPRX3"
"4327401","protein_coding","MRGPRX4"
"4327432","protein_coding","SAA4"
"4327522","protein_coding","SAA2-SAA4"
"4327540","protein_coding","SAA2"
"4327649","protein_coding","SAA1"
"4327721","protein_coding","HPS5"
"4328210","protein_coding","GTF2H1"
"4328765","protein_coding","LDHA"
"4329547","protein_coding","LDHC"
"4329737","protein_coding","LDHAL6A"
"4329778","protein_coding","TSG101"
"4330234","protein_coding","UEVLD"
"4330787","protein_coding","MISFA"
"4330893","protein_coding","SPTY2D1"
"4330927","protein_coding","TMEM86A"
"4330955","protein_coding","IGSF22"
"4331096","protein_coding","PTPN5"
"4331550","protein_coding","MRGPRX1"
"4331576","protein_coding","MRGPRX2"
"4331586","protein_coding","ZDHHC13"
"4331818","protein_coding","CSRP3"
"4332182","protein_coding","E2F8"
"4332525","protein_coding","NAV2"
"4333080","protein_coding","DBX1"
"4333124","protein_coding","HTATIP2"
"4333273","protein_coding","PRMT3"
"4333645","protein_coding","SLC6A5"
"4333740","protein_coding","NELL1"
"4334141","protein_coding","ANO5"
"4334858","protein_coding","SLC17A6"
"4334985","protein_coding","FANCF"
"4334993","protein_coding","GAS2"
"4335248","protein_coding","SVIP"
"4335310","protein_coding","CCDC179"
"4335460","protein_coding","LUZP2"
"4335655","protein_coding","ANO3"
"4335937","protein_coding","MUC15"
"4336014","protein_coding","SLC5A12"
"4336178","protein_coding","FIBIN"
"4336186","protein_coding","BBOX1"
"4336659","protein_coding","CCDC34"
"4336727","protein_coding","LGR4"
"4337117","protein_coding","LIN7C"
"4337746","protein_coding","BDNF"
"4338045","protein_coding","KIF18A"
"4338440","protein_coding","METTL15"
"4339101","protein_coding","KCNA4"
"4339207","protein_coding","FSHB"
"4339241","protein_coding","ARL14EP"
"4339334","protein_coding","MPPED2"
"4339705","protein_coding","DCDC1"
"4340114","protein_coding","DNAJC24"
"4340246","protein_coding","IMMP1L"
"4340665","protein_coding","ELP4"
"4341363","protein_coding","PAX6"
"4343090","protein_coding","ENSG00000285283"
"4343163","protein_coding","RCN1"
"4343387","protein_coding","WT1"
"4344086","protein_coding","EIF3M"
"4344550","protein_coding","CCDC73"
"4344646","protein_coding","PRRG4"
"4344737","protein_coding","QSER1"
"4344824","protein_coding","DEPDC7"
"4344901","protein_coding","TCP11L1"
"4345188","protein_coding","CSTF3"
"4345594","protein_coding","HIPK3"
"4345903","protein_coding","KIAA1549L"
"4346035","protein_coding","C11orf91"
"4346054","protein_coding","ENSG00000284969"
"4346103","protein_coding","CD59"
"4346548","protein_coding","FBXO3"
"4346997","protein_coding","LMO2"
"4347144","protein_coding","CAPRIN1"
"4347866","protein_coding","NAT10"
"4348406","protein_coding","ABTB2"
"4348506","protein_coding","CAT"
"4348934","protein_coding","ELF5"
"4349103","protein_coding","EHF"
"4350465","protein_coding","APIP"
"4350701","protein_coding","PDHX"
"4351327","protein_coding","CD44"
"4353837","protein_coding","SLC1A2"
"4354852","protein_coding","PAMR1"
"4355152","protein_coding","FJX1"
"4355168","protein_coding","TRIM44"
"4355379","protein_coding","LDLRAD3"
"4355518","protein_coding","COMMD9"
"4355622","protein_coding","PRR5L"
"4357393","protein_coding","TRAF6"
"4357493","protein_coding","RAG1"
"4357567","protein_coding","RAG2"
"4357620","protein_coding","IFTAP"
"4358578","protein_coding","LRRC4C"
"4359117","protein_coding","API5"
"4359603","protein_coding","TTC17"
"4360674","protein_coding","HSD17B12"
"4361157","protein_coding","ALKBH3"
"4361530","protein_coding","C11orf96"
"4361547","protein_coding","ACCSL"
"4361614","protein_coding","ACCS"
"4361931","protein_coding","EXT2"
"4362744","protein_coding","ALX4"
"4362828","protein_coding","CD82"
"4364173","protein_coding","TSPAN18"
"4364832","protein_coding","TP53I11"
"4365758","protein_coding","PRDM11"
"4365915","protein_coding","SYT13"
"4366221","protein_coding","CHST1"
"4366957","protein_coding","SLC35C1"
"4367012","protein_coding","CRY2"
"4367395","protein_coding","MAPK8IP1"
"4367517","protein_coding","FREY1"
"4367531","protein_coding","PEX16"
"4367803","protein_coding","LARGE2"
"4368583","protein_coding","PHF21A"
"4370604","protein_coding","CREB3L1"
"4370723","protein_coding","DGKZ"
"4372625","protein_coding","MDK"
"4372991","protein_coding","CHRM4"
"4373017","protein_coding","AMBRA1"
"4373739","protein_coding","HARBI1"
"4373866","protein_coding","ATG13"
"4377308","protein_coding","ARHGAP1"
"4377823","protein_coding","ZNF408"
"4377869","protein_coding","F2"
"4378958","protein_coding","CKAP5"
"4381224","protein_coding","LRP4"
"4381408","protein_coding","CSTPP1"
"4381769","protein_coding","ARFGAP2"
"4383013","protein_coding","PACSIN3"
"4384654","protein_coding","DDB2"
"4385125","protein_coding","ACP2"
"4385611","protein_coding","NR1H3"
"4387090","protein_coding","MADD"
"4393938","protein_coding","MYBPC3"
"4394146","protein_coding","SPI1"
"4394292","protein_coding","SLC39A13"
"4395020","protein_coding","PSMC3"
"4395479","protein_coding","RAPSN"
"4395684","protein_coding","CELF1"
"4396469","protein_coding","NDUFS3"
"4396761","protein_coding","PTPMT1"
"4396867","protein_coding","KBTBD4"
"4396996","protein_coding","FAM180B"
"4397017","protein_coding","C1QTNF4"
"4397054","protein_coding","MTCH2"
"4397579","protein_coding","AGBL2"
"4397784","protein_coding","FNBP4"
"4398027","protein_coding","NUP160"
"4399744","protein_coding","PTPRJ"
"4399915","protein_coding","OR4B1"
"4399925","protein_coding","OR4X2"
"4399932","protein_coding","OR4X1"
"4399939","protein_coding","OR4S1"
"4399946","protein_coding","OR4C3"
"4399958","protein_coding","OR4C5"
"4399977","protein_coding","OR4A47"
"4400049","protein_coding","TRIM51G"
"4400111","protein_coding","TRIM49B"
"4400156","protein_coding","TRIM64C"
"4400211","protein_coding","FOLH1"
"4401013","protein_coding","OR4C13"
"4401021","protein_coding","OR4C12"
"4401032","protein_coding","OR4C45"
"4401436","protein_coding","OR4C46"
"4401458","protein_coding","OR4A8"
"4401466","protein_coding","OR4A5"
"4401477","protein_coding","TRIM48"
"4401530","protein_coding","OR4A16"
"4401537","protein_coding","OR4A15"
"4401577","protein_coding","OR4C15"
"4401590","protein_coding","OR4C16"
"4401597","protein_coding","OR4C11"
"4401611","protein_coding","OR4P4"
"4401621","protein_coding","OR4S2"
"4401631","protein_coding","OR4C6"
"4401661","protein_coding","OR5D3P"
"4401674","protein_coding","OR5D13"
"4401684","protein_coding","OR5D14"
"4401691","protein_coding","OR5L1"
"4401699","protein_coding","OR5D18"
"4401706","protein_coding","OR5L2"
"4401713","protein_coding","OR5D16"
"4401745","protein_coding","TRIM51"
"4401783","protein_coding","OR5W2"
"4401790","protein_coding","OR5I1"
"4401803","protein_coding","OR10AG1"
"4401823","protein_coding","OR5F1"
"4401833","protein_coding","OR5AS1"
"4401863","protein_coding","OR8I2"
"4401873","protein_coding","OR8H2"
"4401902","protein_coding","OR8H3"
"4401912","protein_coding","OR8J3"
"4401937","protein_coding","OR8K5"
"4401947","protein_coding","OR5J2"
"4401960","protein_coding","OR8J2"
"4401970","protein_coding","OR5T2"
"4401980","protein_coding","OR5T3"
"4401987","protein_coding","OR5T1"
"4401999","protein_coding","OR8H1"
"4402019","protein_coding","OR8K3"
"4402046","protein_coding","OR8K1"
"4402053","protein_coding","OR8J1"
"4402076","protein_coding","OR8U1"
"4402089","protein_coding","OR5AL1"
"4402094","protein_coding","OR8U3"
"4402104","protein_coding","ENSG00000284732"
"4402129","protein_coding","OR5M9"
"4402136","protein_coding","OR5M3"
"4402153","protein_coding","OR5M8"
"4402175","protein_coding","OR5M11"
"4402182","protein_coding","OR5M10"
"4402192","protein_coding","OR5M1"
"4402211","protein_coding","OR5AP2"
"4402218","protein_coding","OR5AR1"
"4402237","protein_coding","OR9G1"
"4402253","protein_coding","OR9G4"
"4402307","protein_coding","OR5G3"
"4402348","protein_coding","OR5AK3P"
"4402355","protein_coding","OR5AK2"
"4402381","protein_coding","LRRC55"
"4402406","protein_coding","APLNR"
"4402442","protein_coding","TNKS1BP1"
"4402840","protein_coding","SSRP1"
"4403637","protein_coding","P2RX3"
"4403841","protein_coding","PRG3"
"4403859","protein_coding","PRG2"
"4403951","protein_coding","ENSG00000254979"
"4403984","protein_coding","SLC43A3"
"4405539","protein_coding","RTN4RL2"
"4405580","protein_coding","SLC43A1"
"4406643","protein_coding","TIMM10"
"4406833","protein_coding","SMTNL1"
"4406855","protein_coding","UBE2L6"
"4406911","protein_coding","SERPING1"
"4407737","protein_coding","YPEL4"
"4407832","protein_coding","CLP1"
"4407976","protein_coding","ZDHHC5"
"4408425","protein_coding","MED19"
"4408506","protein_coding","TMX2"
"4409073","protein_coding","ENSG00000288534"
"4409256","protein_coding","SELENOH"
"4409304","protein_coding","ENSG00000254732"
"4409328","protein_coding","BTBD18"
"4409373","protein_coding","CTNND1"
"4412426","protein_coding","OR9Q1"
"4412448","protein_coding","OR6Q1"
"4412478","protein_coding","OR9I1"
"4412507","protein_coding","OR9Q2"
"4412517","protein_coding","OR1S2"
"4412524","protein_coding","OR1S1"
"4412534","protein_coding","OR10Q1"
"4412545","protein_coding","OR10W1"
"4412568","protein_coding","OR5B17"
"4412581","protein_coding","OR5B3"
"4412591","protein_coding","OR5B2"
"4412610","protein_coding","OR5B12"
"4412657","protein_coding","OR5B21"
"4412664","protein_coding","LPXN"
"4412766","protein_coding","ZFP91"
"4412900","protein_coding","ZFP91-CNTF"
"4412960","protein_coding","CNTF"
"4412973","protein_coding","GLYAT"
"4413096","protein_coding","GLYATL2"
"4413178","protein_coding","GLYATL1"
"4414021","protein_coding","GLYATL1B"
"4414036","protein_coding","FAM111B"
"4414222","protein_coding","FAM111A"
"4415293","protein_coding","DTX4"
"4415350","protein_coding","MPEG1"
"4415400","protein_coding","OR5AN1"
"4415436","protein_coding","OR5A2"
"4415462","protein_coding","OR5A1"
"4415472","protein_coding","OR4D6"
"4415479","protein_coding","OR4D10"
"4415494","protein_coding","OR4D11"
"4415501","protein_coding","OR4D9"
"4415816","protein_coding","OSBP"
"4415999","protein_coding","PATL1"
"4416317","protein_coding","OR10V1"
"4416324","protein_coding","STX3"
"4416711","protein_coding","MRPL16"
"4416780","protein_coding","CBLIF"
"4416838","protein_coding","TCN1"
"4416882","protein_coding","OOSP3"
"4416901","protein_coding","OOSP1"
"4416941","protein_coding","OOSP4A"
"4416961","protein_coding","OOSP4B"
"4416994","protein_coding","OOSP2"
"4417024","protein_coding","MS4A3"
"4417109","protein_coding","MS4A2"
"4417166","protein_coding","MS4A6A"
"4417487","protein_coding","MS4A4A"
"4417861","protein_coding","MS4A4E"
"4417962","protein_coding","MS4A6E"
"4418032","protein_coding","MS4A7"
"4418384","protein_coding","MS4A14"
"4418538","protein_coding","MS4A5"
"4418611","protein_coding","MS4A1"
"4418834","protein_coding","MS4A12"
"4418988","protein_coding","MS4A13"
"4419379","protein_coding","MS4A8"
"4419508","protein_coding","MS4A18"
"4419528","protein_coding","MS4A15"
"4419705","protein_coding","MS4A10"
"4419753","protein_coding","CCDC86"
"4419797","protein_coding","PTGDR2"
"4419807","protein_coding","ZP1"
"4419864","protein_coding","PRPF19"
"4420059","protein_coding","TMEM109"
"4420202","protein_coding","TMEM132A"
"4420327","protein_coding","SLC15A3"
"4420618","protein_coding","CD6"
"4421190","protein_coding","CD5"
"4421260","protein_coding","VPS37C"
"4421508","protein_coding","PGA3"
"4421591","protein_coding","PGA4"
"4421667","protein_coding","PGA5"
"4421726","protein_coding","VWCE"
"4422714","protein_coding","DDB1"
"4425295","protein_coding","TKFC"
"4426130","protein_coding","CYB561A3"
"4426750","protein_coding","TMEM138"
"4427106","protein_coding","TMEM216"
"4427211","protein_coding","CPSF7"
"4427800","protein_coding","ENSG00000256591"
"4427883","protein_coding","SDHAF2"
"4428121","protein_coding","SAXO4"
"4428429","protein_coding","LRRC10B"
"4428462","protein_coding","SYT7"
"4428933","protein_coding","DAGLA"
"4429361","protein_coding","MYRF"
"4430647","protein_coding","TMEM258"
"4430773","protein_coding","FEN1"
"4430824","protein_coding","FADS2"
"4431235","protein_coding","FADS1"
"4431578","protein_coding","FADS3"
"4432282","protein_coding","RAB3IL1"
"4432580","protein_coding","BEST1"
"4432716","protein_coding","FTH1"
"4432990","protein_coding","INCENP"
"4433271","protein_coding","SCGB1D1"
"4433283","protein_coding","SCGB2A1"
"4433300","protein_coding","SCGB1D2"
"4433312","protein_coding","SCGB2A2"
"4433333","protein_coding","SCGB1D4"
"4433352","protein_coding","ASRGL1"
"4433700","protein_coding","SCGB1A1"
"4433740","protein_coding","AHNAK"
"4433856","protein_coding","EEF1G"
"4434361","protein_coding","ENSG00000255508"
"4434425","protein_coding","TUT1"
"4434539","protein_coding","MTA2"
"4434676","protein_coding","EML3"
"4436191","protein_coding","ROM1"
"4436233","protein_coding","B3GAT3"
"4436353","protein_coding","GANAB"
"4437232","protein_coding","INTS5"
"4437242","protein_coding","ENSG00000255432"
"4437256","protein_coding","C11orf98"
"4437285","protein_coding","LBHD1"
"4437387","protein_coding","CSKMT"
"4437422","protein_coding","UQCC3"
"4437470","protein_coding","UBXN1"
"4437828","protein_coding","LRRN4CL"
"4437847","protein_coding","BSCL2"
"4438941","protein_coding","HNRNPUL2-BSCL2"
"4438995","protein_coding","GNG3"
"4439129","protein_coding","HNRNPUL2"
"4439259","protein_coding","TTC9C"
"4439413","protein_coding","ZBTB3"
"4439526","protein_coding","POLR2G"
"4439765","protein_coding","TAF6L"
"4440302","protein_coding","TMEM223"
"4440347","protein_coding","TMEM179B"
"4440506","protein_coding","NXF1"
"4441093","protein_coding","STX5"
"4441447","protein_coding","TEX54"
"4441455","protein_coding","WDR74"
"4445092","protein_coding","SLC3A2"
"4446863","protein_coding","CHRM1"
"4446938","protein_coding","SLC22A6"
"4447102","protein_coding","SLC22A8"
"4447309","protein_coding","SLC22A24"
"4447387","protein_coding","SLC22A25"
"4447502","protein_coding","SLC22A10"
"4447752","protein_coding","SLC22A9"
"4448059","protein_coding","PLAAT5"
"4448201","protein_coding","LGALS12"
"4448451","protein_coding","PLAAT4"
"4448570","protein_coding","PLAAT2"
"4448595","protein_coding","PLAAT3"
"4448820","protein_coding","ATL3"
"4448932","protein_coding","RTN3"
